# Effective area for Roman (m^2) - parameters as of 2021 06 14,,,,,,,,,,,
1.176,0,0,2.4427,2.7932,0,0,2.7942,0,2.711,2.2971,0.0003
1.177,0,0,2.3998,2.7936,0,0,2.7944,0,2.7112,2.3007,0.0003
1.178,0,0,2.3536,2.7943,0,0,2.7948,0,2.7116,2.3046,0.0003
1.179,0,0,2.3044,2.7954,0,0,2.7958,0,2.7126,2.3088,0.0003
1.18,0,0,2.2517,2.7966,0,0,2.7969,0,2.7136,2.3131,0.0003
1.181,0,0,2.1951,2.7971,0,0,2.7973,0,2.714,2.3168,0.0003
1.182,0,0,2.135,2.7974,0,0,2.7975,0,2.7142,2.3203,0.0003
1.183,0,0,2.0718,2.7977,0,0,2.7978,0,2.7145,2.3239,0.0003
1.184,0,0,2.0056,2.7981,0,0,2.7982,0,2.7149,2.3274,0.0002
1.185,0,0,1.9366,2.7983,0,0,2.7984,0,2.715,2.3308,0.0002
1.186,0,0,1.8651,2.7988,0,0,2.7988,0,2.7155,2.3344,0.0002
1.187,0,0,1.7917,2.7998,0,0,2.7999,0,2.7165,2.3385,0.0002
1.188,0,0,1.7164,2.8009,0,0,2.8009,0,2.7175,2.3425,0.0002
1.189,0,0,1.6392,2.8014,0,0,2.8015,0,2.718,2.3461,0.0002
1.19,0,0,1.5604,2.8016,0,0,2.8016,0,2.7182,2.3494,0.0002
1.191,0,0,1.4809,2.8018,0,0,2.8018,0,2.7183,2.3526,0.0002
1.192,0,0,1.4011,2.8023,0,0,2.8023,0,2.7188,2.3561,0.0002
1.193,0,0,1.3216,2.8033,0,0,2.8034,0,2.7199,2.36,0.0002
1.194,0,0,1.2424,2.8044,0,0,2.8044,0,2.7209,2.3639,0.0002
1.195,0,0,1.1637,2.8049,0,0,2.8049,0,2.7214,2.3672,0.0002
1.196,0,0,1.0861,2.8051,0,0,2.8051,0,2.7216,2.3703,0.0002
1.197,0,0,1.0101,2.8054,0,0,2.8054,0,2.7219,2.3735,0.0002
1.198,0,0,0.936,2.8058,0,0,2.8058,0,2.7222,2.3767,0.0002
1.199,0,0,0.8642,2.8061,0,0,2.8061,0,2.7226,2.3799,0.0002
1.2,0,0,0.7949,2.8064,0,0,2.8064,0,2.7229,2.383,0.0002
1.201,0,0,0.7283,2.8068,0,0,2.8068,0,2.7232,2.3861,0.0001
1.202,0,0,0.6648,2.8072,0,0,2.8072,0,2.7236,2.3892,0.0001
1.203,0,0,0.6044,2.8077,0,0,2.8077,0,2.7241,2.3923,0.0001
1.204,0,0,0.5473,2.808,0,0,2.808,0,2.7244,2.3954,0.0001
1.205,0,0,0.4936,2.8083,0,0,2.8083,0,2.7247,2.3983,0.0001
1.206,0,0,0.4434,2.8088,0,0,2.8088,0,2.7252,2.4014,0.0001
1.207,0,0,0.3968,2.81,0,0,2.81,0,2.7263,2.405,0.0001
1.208,0,0,0.3536,2.8111,0,0,2.8111,0,2.7274,2.4086,0.0001
1.209,0,0,0.3137,2.8117,0,0,2.8117,0,2.728,2.4117,0.0001
1.21,0,0,0.2771,2.8119,0,0,2.8119,0,2.7282,2.4145,0.0001
1.211,0,0,0.2437,2.8122,0,0,2.8122,0,2.7284,2.4172,0.0001
1.212,0,0,0.2135,2.8128,0,0,2.8128,0,2.729,2.4202,0.0001
1.213,0,0,0.1862,2.8139,0,0,2.8139,0,2.7302,2.4237,0.0001
1.214,0,0,0.1617,2.8151,0,0,2.8151,0,2.7313,2.4271,0.0001
1.215,0,0,0.1398,2.8156,0,0,2.8156,0,2.7318,2.43,0.0001
1.216,0,0,0.1203,2.8159,0,0,2.8159,0,2.7321,2.4326,0.0001
1.217,0,0,0.1031,2.8163,0,0,2.8163,0,2.7325,2.4354,0.0001
1.218,0,0,0.0879,2.8167,0,0,2.8167,0,2.7329,2.4381,0.0001
1.219,0,0,0.0747,2.817,0,0,2.817,0,2.7331,2.4406,0.0001
1.22,0,0,0.0631,2.8176,0,0,2.8176,0,2.7337,2.4434,0.0001
1.221,0,0,0.0531,2.8187,0,0,2.8187,0,2.7347,2.4466,0.0001
1.222,0,0,0.0445,2.8198,0,0,2.8198,0,2.7358,2.4498,0.0001
1.223,0,0,0.0371,2.8204,0,0,2.8204,0,2.7364,2.4525,0.0001
1.224,0,0,0.0308,2.8206,0,0,2.8206,0,2.7366,2.4549,0.0001
1.225,0,0,0.0254,2.8208,0,0,2.8208,0,2.7368,2.4572,0.0001
1.226,0,0,0.0209,2.8213,0,0,2.8213,0,2.7373,2.4598,0.0001
1.227,0,0,0.0171,2.8224,0,0,2.8224,0,2.7384,2.4629,0.0001
1.228,0,0,0.014,2.8235,0,0,2.8235,0,2.7394,2.4659,0.0001
1.229,0,0,0.0113,2.824,0,0,2.824,0,2.7399,2.4683,0.0001
1.23,0,0,0.0091,2.8242,0,0,2.8242,0,2.7401,2.4705,0
1.231,0,0,0.0073,2.8245,0,0,2.8245,0,2.7404,2.4728,0
1.232,0,0,0.0059,2.8249,0,0,2.8249,0,2.7407,2.4751,0
1.233,0,0,0.0047,2.825,0,0,2.825,0,2.7409,2.4772,0
1.234,0,0,0.0037,2.8255,0,0,2.8255,0,2.7413,2.4795,0
1.235,0,0,0.0029,2.8265,0,0,2.8265,0,2.7423,2.4823,0
1.236,0,0,0.0023,2.8275,0,0,2.8275,0,2.7433,2.485,0
1.237,0,0,0.0018,2.8279,0,0,2.8279,0,2.7437,2.4872,0
1.238,0,0,0.0014,2.828,0,0,2.828,0,2.7438,2.4891,0
1.239,0,0,0.0011,2.8282,0,0,2.8282,0,2.744,2.4911,0
1.24,0,0,0.0008,2.8285,0,0,2.8285,0,2.7443,2.4931,0
1.241,0,0,0.0006,2.8286,0,0,2.8286,0,2.7443,2.4949,0
1.242,0,0,0.0005,2.8289,0,0,2.8289,0,2.7447,2.4969,0
1.243,0,0,0.0004,2.8298,0,0,2.8298,0,2.7455,2.4994,0
1.244,0,0,0.0003,2.8307,0,0,2.8307,0,2.7464,2.5018,0
1.245,0,0,0.0002,2.831,0,0,2.831,0,2.7467,2.5037,0
1.246,0,0,0.0002,2.831,0,0,2.831,0,2.7467,2.5053,0
1.247,0,0,0.0001,2.831,0,0,2.831,0,2.7467,2.5069,0
1.248,0,0,0.0001,2.8312,0,0,2.8312,0,2.7469,2.5086,0
1.249,0,0,0.0001,2.8313,0,0,2.8313,0,2.747,2.5103,0
1.25,0,0,0,2.8313,0,0,2.8313,0,2.747,2.5118,0
1.251,0,0,0,2.8311,0,0,2.8311,0,2.7468,2.5131,0
1.252,0,0,0,2.8312,0,0,2.8312,0,2.7469,2.5146,0
1.253,0,0,0,2.8318,0,0,2.8318,0,2.7475,2.5165,0
1.254,0,0,0,2.8324,0,0,2.8324,0,2.748,2.5185,0
1.255,0,0,0,2.8324,0,0,2.8324,0,2.7481,2.5199,0
1.256,0,0,0,2.8321,0,0,2.8321,0,2.7477,2.521,0
1.257,0,0,0,2.8317,0,0,2.8317,0,2.7474,2.522,0
1.258,0,0,0,2.8317,0,0,2.8317,0,2.7474,2.5232,0
1.259,0,0,0,2.8322,0,0,2.8322,0,2.7479,2.525,0
1.26,0,0,0,2.8327,0,0,2.8327,0,2.7483,2.5267,0
1.261,0,0,0,2.8326,0,0,2.8326,0,2.7483,2.5279,0
1.262,0,0,0,2.8322,0,0,2.8322,0,2.7479,2.5287,0
1.263,0,0,0,2.8317,0,0,2.8317,0,2.7474,2.5295,0
1.264,0,0,0,2.8316,0,0,2.8316,0,2.7473,2.5305,0
1.265,0,0,0,2.8321,0,0,2.8321,0,2.7477,2.532,0
1.266,0,0,0,2.8325,0,0,2.8325,0,2.7481,2.5335,0
1.267,0,0,0,2.8323,0,0,2.8323,0,2.748,2.5345,0
1.268,0,0,0,2.8318,0,0,2.8318,0,2.7475,2.5351,0
1.269,0,0,0,2.8313,0,0,2.8313,0,2.747,2.5357,0
1.27,0,0,0,2.8312,0,0,2.8312,0,2.7469,2.5366,0
1.271,0,0,0,2.8316,0,0,2.8316,0,2.7473,2.5379,0
1.272,0,0,0,2.8319,0,0,2.8319,0,2.7476,2.5392,0
1.273,0,0,0,2.8317,0,0,2.8317,0,2.7474,2.54,0
1.274,0,0,0,2.8312,0,0,2.8312,0,2.7469,2.5404,0
1.275,0,0,0,2.8309,0,0,2.8309,0,2.7466,2.541,0
1.276,0,0,0,2.8305,0,0,2.8305,0,2.7462,2.5416,0
1.277,0,0,0,2.83,0,0,2.83,0,2.7457,2.542,0
1.278,0,0,0,2.8298,0,0,2.8298,0,2.7455,2.5426,0
1.279,0,0,0,2.8301,0,0,2.8301,0,2.7458,2.5437,0
1.28,0,0,0,2.8305,0,0,2.8305,0,2.7462,2.5448,0
1.281,0,0,0,2.8302,0,0,2.8302,0,2.746,2.5454,0
1.282,0,0,0,2.8297,0,0,2.8297,0,2.7455,2.5457,0
1.283,0,0,0,2.8294,0,0,2.8294,0,2.7451,2.5461,0
1.284,0,0,0,2.829,0,0,2.829,0,2.7448,2.5464,0
1.285,0,0,0,2.8286,0,0,2.8286,0,2.7443,2.5467,0
1.286,0,0,0,2.8284,0,0,2.8284,0,2.7441,2.5471,0
1.287,0,0,0,2.8287,0,0,2.8287,0,2.7445,2.5481,0
1.288,0,0,0,2.8291,0,0,2.8291,0,2.7449,2.5491,0
1.289,0,0,0,2.829,0,0,2.829,0,2.7447,2.5495,0
1.29,0,0,0,2.8285,0,0,2.8285,0,2.7443,2.5497,0
1.291,0,0,0,2.8282,0,0,2.8282,0,2.744,2.5499,0
1.292,0,0,0,2.8279,0,0,2.8279,0,2.7437,2.5502,0
1.293,0,0,0,2.8275,0,0,2.8275,0,2.7433,2.5503,0
1.294,0,0,0,2.8274,0,0,2.8274,0,2.7432,2.5507,0
1.295,0,0,0,2.8279,0,0,2.8279,0,2.7437,2.5516,0
1.296,0,0,0,2.8283,0,0,2.8283,0,2.7441,2.5524,0
1.297,0,0,0,2.8283,0,0,2.8283,0,2.744,2.5528,0
1.298,0,0,0,2.8279,0,0,2.8279,0,2.7437,2.5528,0
1.299,0,0,0,2.8277,0,0,2.8277,0,2.7435,2.553,0
1.3,0,0,0,2.8276,0,0,2.8276,0,2.7434,2.5532,0
1.301,0,0,0,2.8273,0,0,2.8273,0,2.7432,2.5534,0
1.302,0,0,0,2.8274,0,0,2.8274,0,2.7432,2.5537,0
1.303,0,0,0,2.8281,0,0,2.8281,0,2.7439,2.5546,0
1.304,0,0,0,2.8287,0,0,2.8287,0,2.7445,2.5555,0
1.305,0,0,0,2.8288,0,0,2.8288,0,2.7446,2.5558,0
1.306,0,0,0,2.8287,0,0,2.8287,0,2.7445,2.5559,0
1.307,0,0,0,2.8287,0,0,2.8287,0,2.7444,2.5561,0
1.308,0,0,0,2.8287,0,0,2.8287,0,2.7444,2.5562,0
1.309,0,0,0,2.8285,0,0,2.8285,0,2.7443,2.5563,0
1.31,0,0,0,2.8287,0,0,2.8287,0,2.7445,2.5566,0
1.311,0,0,0,2.8294,0,0,2.8294,0,2.7452,2.5574,0
1.312,0,0,0,2.8302,0,0,2.8302,0,2.7459,2.5582,0
1.313,0,0,0,2.8304,0,0,2.8304,0,2.7461,2.5584,0
1.314,0,0,0,2.8303,0.0001,0,2.8303,0,2.746,2.5584,0
1.315,0,0,0,2.8304,0.0001,0,2.8304,0,2.7461,2.5585,0
1.316,0,0,0,2.8304,0.0001,0,2.8304,0,2.7462,2.5586,0
1.317,0,0,0,2.8304,0.0001,0,2.8304,0,2.7461,2.5585,0
1.318,0,0,0,2.8306,0.0002,0,2.8306,0,2.7463,2.5587,0
1.319,0,0,0,2.8314,0.0002,0,2.8314,0,2.7471,2.5594,0
1.32,0,0,0,2.8323,0.0003,0,2.8323,0,2.7479,2.5601,0
1.321,0,0,0,2.8325,0.0004,0,2.8325,0,2.7482,2.5603,0
1.322,0,0,0,2.8325,0.0005,0,2.8325,0,2.7482,2.5602,0
1.323,0,0,0,2.8327,0.0006,0,2.8327,0,2.7483,2.5602,0
1.324,0,0,0,2.8328,0.0007,0,2.8328,0,2.7485,2.5602,0
1.325,0,0,0,2.8328,0.0009,0,2.8328,0,2.7485,2.5601,0
1.326,0,0,0,2.8331,0.0012,0,2.8331,0,2.7488,2.5601,0
1.327,0,0,0,2.834,0.0015,0,2.834,0,2.7496,2.5608,0
1.328,0,0,0,2.8349,0.0018,0,2.8349,0,2.7505,2.5614,0
1.329,0,0,0,2.8353,0.0023,0,2.8353,0,2.7509,2.5615,0
1.33,0,0,0,2.8353,0.0028,0,2.8353,0,2.7509,2.5612,0
1.331,0,0,0,2.8353,0.0034,0,2.8353,0,2.7509,2.561,0
1.332,0,0,0,2.8357,0.0042,0,2.8357,0,2.7513,2.5611,0
1.333,0,0,0,2.8367,0.0051,0,2.8367,0,2.7522,2.5616,0
1.334,0,0,0,2.8376,0.0063,0,2.8376,0,2.7531,2.5621,0
1.335,0,0,0,2.8379,0.0076,0,2.8379,0,2.7534,2.5621,0
1.336,0,0,0,2.838,0.0092,0,2.838,0,2.7535,2.5619,0
1.337,0,0,0,2.8383,0.011,0,2.8383,0,2.7538,2.5617,0
1.338,0,0,0,2.8385,0.0132,0,2.8385,0,2.754,2.5615,0
1.339,0,0,0,2.8387,0.0158,0,2.8387,0,2.7541,2.5612,0
1.34,0,0,0,2.839,0.0189,0,2.839,0,2.7545,2.5612,0
1.341,0,0,0,2.84,0.0224,0,2.84,0,2.7555,2.5616,0
1.342,0,0,0,2.841,0.0265,0,2.841,0,2.7564,2.5621,0
1.343,0,0,0,2.8415,0.0313,0,2.8415,0,2.7569,2.562,0
1.344,0,0,0,2.8416,0.0367,0,2.8416,0,2.757,2.5616,0
1.345,0,0,0,2.8417,0.043,0,2.8417,0,2.7571,2.5612,0
1.346,0,0,0,2.8422,0.0502,0,2.8422,0,2.7575,2.5611,0
1.347,0,0,0,2.8432,0.0584,0,2.8432,0,2.7585,2.5615,0
1.348,0,0,0,2.8442,0.0677,0,2.8442,0,2.7595,2.5618,0
1.349,0,0,0,2.8447,0.0782,0,2.8447,0,2.76,2.5616,0
1.35,0,0,0,2.8448,0.0901,0,2.8448,0,2.7601,2.5612,0
1.351,0,0,0,2.8451,0.1034,0,2.8451,0,2.7604,2.5609,0
1.352,0,0,0,2.8455,0.1182,0,2.8455,0,2.7608,2.5606,0
1.353,0,0,0,2.8459,0.1347,0,2.8459,0,2.7612,2.5603,0
1.354,0,0,0,2.8463,0.1531,0,2.8463,0,2.7616,2.56,0
1.355,0,0,0,2.8467,0.1733,0,2.8467,0,2.762,2.5597,0
1.356,0,0,0,2.8471,0.1956,0,2.8471,0,2.7623,2.5593,0
1.357,0,0,0,2.8474,0.22,0,2.8474,0,2.7626,2.5588,0
1.358,0,0,0,2.848,0.2467,0,2.848,0,2.7632,2.5586,0
1.359,0,0,0,2.8491,0.2759,0,2.8491,0,2.7643,2.5589,0
1.36,0,0,0,2.8503,0.3075,0,2.8503,0,2.7654,2.5592,0
1.361,0,0,0,2.8509,0.3415,0,2.8509,0,2.766,2.5589,0
1.362,0,0,0,2.8512,0.3781,0,2.8512,0,2.7663,2.5584,0
1.363,0,0,0,2.8516,0.4173,0,2.8516,0,2.7667,2.558,0
1.364,0,0,0,2.8521,0.4592,0,2.8521,0,2.7671,2.5576,0
1.365,0,0,0,2.8526,0.5037,0,2.8526,0,2.7676,2.5572,0
1.366,0,0,0,2.853,0.5509,0,2.853,0,2.768,2.5567,0
1.367,0,0,0,2.8533,0.6006,0,2.8533,0,2.7683,2.5561,0
1.368,0,0,0,2.8539,0.653,0,2.8539,0,2.7689,2.5558,0
1.369,0,0,0,2.8552,0.708,0,2.8552,0,2.7701,2.556,0
1.37,0,0,0,2.8563,0.7654,0,2.8563,0,2.7713,2.5561,0
1.371,0,0,0,2.8568,0.8249,0,2.8568,0,2.7717,2.5556,0
1.372,0,0,0,2.8572,0.8864,0,2.8572,0,2.7722,2.5551,0
1.373,0,0,0,2.8584,0.9501,0,2.8584,0,2.7733,2.5551,0
1.374,0,0,0,2.8596,1.0157,0,2.8596,0,2.7745,2.5553,0
1.375,0,0,0,2.8602,1.0825,0,2.8602,0,2.7751,2.5548,0
1.376,0,0,0,2.8605,1.1506,0,2.8605,0,2.7754,2.5541,0
1.377,0,0,0,2.861,1.2198,0,2.861,0,2.7758,2.5534,0
1.378,0,0,0,2.8614,1.2898,0,2.8614,0,2.7762,2.5528,0
1.379,0,0,0,2.8617,1.3602,0,2.8617,0,2.7765,2.552,0
1.38,0,0,0,2.8623,1.4311,0,2.8623,0,2.7771,2.5515,0
1.381,0,0,0,2.8635,1.5024,0,2.8635,0,2.7782,2.5514,0
1.382,0,0,0,2.8646,1.5734,0,2.8646,0,2.7793,2.5513,0
1.383,0,0,0,2.865,1.6435,0,2.865,0,2.7797,2.5506,0
1.384,0,0,0,2.8653,1.7129,0,2.8654,0,2.7801,2.5498,0
1.385,0,0,0,2.8664,1.7816,0,2.8665,0,2.7811,2.5496,0
1.386,0,0,0,2.8675,1.8491,0,2.8676,0,2.7822,2.5495,0
1.387,0,0,0,2.868,1.9148,0,2.8682,0,2.7828,2.5488,0
1.388,0,0,0,2.8682,1.9785,0,2.8684,0,2.7829,2.5478,0
1.389,0,0,0,2.8685,2.0404,0,2.8687,0,2.7832,2.5469,0
1.39,0,0,0,2.8688,2.1002,0,2.869,0,2.7836,2.546,0
1.391,0,0,0,2.869,2.1578,0,2.8694,0,2.7839,2.5451,0
1.392,0,0,0,2.8693,2.213,0,2.8696,0,2.7842,2.5441,0
1.393,0,0,0,2.8694,2.2658,0,2.8699,0,2.7845,2.5431,0
1.394,0,0,0,2.8696,2.316,0,2.8702,0,2.7847,2.5421,0
1.395,0,0,0,2.8697,2.3636,0,2.8705,0,2.785,2.5411,0
1.396,0,0,0,2.8698,2.4085,0,2.8707,0,2.7852,2.54,0
1.397,0,0,0,2.8698,2.4508,0,2.8709,0,2.7854,2.5389,0
1.398,0,0,0,2.8697,2.4904,0,2.8711,0,2.7856,2.5377,0
1.399,0,0,0,2.8696,2.5274,0,2.8713,0,2.7858,2.5366,0
1.4,0,0,0,2.8693,2.5617,0,2.8715,0,2.786,2.5354,0
1.401,0,0,0,2.8688,2.5935,0,2.8715,0,2.786,2.534,0
1.402,0,0,0,2.8683,2.6228,0,2.8716,0,2.7861,2.5327,0
1.403,0,0,0,2.8678,2.6498,0,2.8717,0,2.7862,2.5315,0
1.404,0,0,0,2.8668,2.6743,0,2.8716,0,2.7861,2.53,0
1.405,0,0,0,2.8651,2.696,0,2.8708,0,2.7853,2.5279,0
1.406,0,0,0,2.8631,2.7157,0,2.87,0,2.7846,2.5258,0.0001
1.407,0,0,0,2.8616,2.734,0,2.8698,0,2.7844,2.5242,0.0001
1.408,0,0,0,2.86,2.7507,0,2.8699,0,2.7845,2.5229,0.0001
1.409,0,0,0,2.8581,2.7656,0,2.8699,0,2.7844,2.5214,0.0001
1.41,0,0,0,2.8558,2.7789,0,2.8697,0,2.7843,2.5198,0.0001
1.411,0,0,0,2.853,2.7907,0,2.8696,0,2.7842,2.5182,0.0001
1.412,0,0,0,2.85,2.8012,0,2.8695,0,2.7841,2.5166,0.0001
1.413,0,0,0,2.8464,2.8104,0,2.8694,0,2.784,2.515,0.0001
1.414,0,0,0,2.8423,2.8185,0,2.8692,0,2.7838,2.5134,0.0001
1.415,0,0,0,2.8374,2.8255,0,2.8689,0,2.7835,2.5116,0.0001
1.416,0,0,0,2.8322,2.8318,0,2.8689,0,2.7835,2.51,0.0001
1.417,0,0,0,2.8268,2.8379,0,2.8695,0,2.784,2.509,0.0001
1.418,0,0,0,2.8205,2.8432,0,2.87,0,2.7845,2.5079,0.0001
1.419,0,0,0,2.8127,2.8472,0,2.8698,0,2.7843,2.5062,0.0001
1.42,0,0,0,2.8039,2.8505,0,2.8696,0,2.7841,2.5044,0.0001
1.421,0,0,0,2.7945,2.8539,0,2.8699,0,2.7845,2.5031,0.0001
1.422,0,0,0,2.7843,2.8572,0,2.8706,0,2.7851,2.5021,0.0001
1.423,0,0,0,2.7727,2.86,0,2.8711,0,2.7857,2.501,0.0001
1.424,0,0,0,2.7596,2.8623,0,2.8716,0,2.7861,2.4997,0.0001
1.425,0,0,0,2.745,2.8644,0,2.872,0,2.7865,2.4985,0.0001
1.426,0,0,0,2.729,2.8662,0,2.8726,0,2.787,2.4973,0.0001
1.427,0,0,0,2.7113,2.868,0,2.8732,0,2.7877,2.4962,0.0001
1.428,0,0,0,2.6916,2.8693,0,2.8735,0,2.788,2.4949,0.0001
1.429,0,0,0,2.6694,2.8698,0,2.8733,0,2.7877,2.493,0.0001
1.43,0,0,0,2.6453,2.8702,0,2.873,0,2.7875,2.4911,0.0001
1.431,0,0,0,2.6196,2.871,0,2.8733,0,2.7878,2.4896,0.0001
1.432,0,0,0,2.592,2.8721,0,2.874,0,2.7884,2.4885,0.0001
1.433,0,0,0,2.5623,2.8731,0,2.8746,0,2.789,2.4873,0.0001
1.434,0,0,0,2.5299,2.8737,0,2.8749,0,2.7893,2.4859,0.0002
1.435,0,0,0,2.4949,2.8739,0,2.8748,0,2.7892,2.484,0.0002
1.436,0,0,0,2.4572,2.8737,0,2.8744,0,2.7888,2.4819,0.0002
1.437,0,0,0,2.4171,2.8734,0,2.874,0,2.7884,2.4798,0.0002
1.438,0,0,0,2.3749,2.8734,0,2.8739,0,2.7883,2.478,0.0002
1.439,0,0,0,2.3308,2.874,0,2.8744,0,2.7888,2.4766,0.0002
1.44,0,0,0,2.2844,2.8746,0,2.8749,0,2.7893,2.4753,0.0002
1.441,0,0,0,2.2351,2.8746,0,2.8748,0,2.7892,2.4734,0.0002
1.442,0,0,0,2.1834,2.8742,0,2.8744,0,2.7888,2.4713,0.0002
1.443,0,0,0,2.1296,2.874,0,2.8742,0,2.7886,2.4692,0.0002
1.444,0,0,0,2.0737,2.8739,0,2.874,0,2.7884,2.4672,0.0002
1.445,0,0,0,2.0158,2.8735,0,2.8736,0,2.788,2.4651,0.0002
1.446,0,0,0,1.9563,2.8735,0,2.8735,0,2.788,2.4632,0.0002
1.447,0,0,0,1.8956,2.874,0,2.8741,0,2.7885,2.4618,0.0002
1.448,0,0,0,1.8333,2.8746,0,2.8746,0,2.789,2.4604,0.0002
1.449,0,0,0,1.7694,2.8746,0,2.8746,0,2.789,2.4585,0.0002
1.45,0,0,0,1.7041,2.8742,0,2.8743,0,2.7887,2.4564,0.0003
1.451,0,0,0,1.638,2.874,0,2.874,0,2.7884,2.4542,0.0003
1.452,0,0,0,1.5714,2.8741,0,2.8741,0,2.7885,2.4524,0.0003
1.453,0,0,0,1.5047,2.8747,0,2.8747,0,2.7891,2.4511,0.0003
1.454,0,0,0,1.4377,2.8754,0,2.8754,0,2.7898,2.4497,0.0003
1.455,0,0,0,1.3704,2.8755,0,2.8755,0,2.7899,2.4479,0.0003
1.456,0,0,0,1.3031,2.8752,0,2.8752,0,2.7896,2.4457,0.0003
1.457,0,0,0,1.2364,2.875,0,2.875,0,2.7894,2.4436,0.0003
1.458,0,0,0,1.1705,2.8751,0,2.8751,0,2.7895,2.4417,0.0003
1.459,0,0,0,1.1057,2.8757,0,2.8758,0,2.7901,2.4403,0.0003
1.46,0,0,0,1.0419,2.8764,0,2.8764,0,2.7908,2.4389,0.0003
1.461,0,0,0,0.9793,2.8766,0,2.8766,0,2.7909,2.4371,0.0003
1.462,0,0,0,0.9181,2.8763,0,2.8763,0,2.7907,2.4349,0.0004
1.463,0,0,0,0.8585,2.8761,0,2.8761,0,2.7905,2.4327,0.0004
1.464,0,0,0,0.8009,2.8762,0,2.8762,0,2.7906,2.4308,0.0004
1.465,0,0,0,0.7453,2.877,0,2.877,0,2.7913,2.4294,0.0004
1.466,0,0,0,0.6918,2.8777,0,2.8777,0,2.792,2.428,0.0004
1.467,0,0,0,0.6404,2.8778,0,2.8778,0,2.7921,2.4261,0.0004
1.468,0,0,0,0.5911,2.8776,0,2.8776,0,2.7919,2.4239,0.0004
1.469,0,0,0,0.5442,2.8776,0,2.8776,0,2.7919,2.4219,0.0004
1.47,0,0,0,0.4996,2.8776,0,2.8776,0,2.7919,2.4198,0.0004
1.471,0,0,0,0.4574,2.8774,0,2.8774,0,2.7918,2.4176,0.0004
1.472,0,0,0,0.4177,2.8776,0,2.8776,0,2.7919,2.4157,0.0005
1.473,0,0,0,0.3804,2.8783,0,2.8783,0,2.7926,2.4142,0.0005
1.474,0,0,0,0.3455,2.8791,0,2.8791,0,2.7933,2.4128,0.0005
1.475,0,0,0,0.3129,2.8792,0,2.8792,0,2.7935,2.4108,0.0005
1.476,0,0,0,0.2824,2.8791,0,2.8791,0,2.7934,2.4086,0.0005
1.477,0,0,0,0.2543,2.8791,0,2.8791,0,2.7934,2.4066,0.0005
1.478,0,0,0,0.2283,2.8791,0,2.8791,0,2.7934,2.4045,0.0005
1.479,0,0,0,0.2043,2.879,0,2.879,0,2.7933,2.4023,0.0005
